No,Lokasi Aset,Desa/Kelurahan,Kecamatan,Kabupaten/Kota,Provinsi,Tanah, Bangunan 1 , Bangunan 2 , Bangunan 3 , Bangunan 4 , Bangunan 5 , Bangunan 6 , Bangunan 7 , Bangunan 8 , Bangunan 9 , Bangunan 10 , Bangunan 11 , Bangunan 12 , Bangunan 13 , Bangunan 14 , Bangunan 15 , Bangunan 16 , Bangunan 17 , Bangunan 18 , Bangunan 19 , Bangunan 20 , Sarana Pelengkap (SPL) ,Jumlah,Jumlah (Pembulatan), Tanah (m²),Bangunan 1 (m²),Bangunan 2 (m²),Bangunan 3 (m²),Bangunan 4(m²),Bangunan 5 (m²),Bangunan 6 (m²),Bangunan 7 (m²),Bangunan 8 (m²),Bangunan 9 (m²),Bangunan 10 (m²),Bangunan 11 (m²),Bangunan 12 (m²),Bangunan 13 (m²),Bangunan 14 (m²),Bangunan 15 (m²),Bangunan 16 (m²),Bangunan 17 (m²),Bangunan 18 (m²),Bangunan 19 (m²),Bangunan 20 (m²)
246,Perumahan Taman Beji Banjarasem Blok B No.7,Desa Banjarasem,Kecamatan Seririt,Kabupaten Buleleng,Bali," Rp80,000,000 "," Rp86,904,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp166,904,000 "," Rp166,904,000 ",100,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,Jalan Toya Ning I,Desa Ungasan,Kecamatan Kuta Selatan,Kabupaten Badung,Bali," Rp704,000,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp704,000,000 "," Rp704,000,000 ",200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,Jalan Plawa,Kelurahan Baler Bale Agung,Kecamatan Negara,Kabupaten Jembrana,Bali," Rp1,700,000,000 "," Rp604,340,000 "," Rp554,730,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp131,511,000 "," Rp2,990,581,000 "," Rp2,990,581,000 ",1700,134,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,Jalan Kendedes No. 17,Kelurahn Kuta,Kecamatan Kuta,Kabupaten Badung,Bali," Rp2,748,000,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp2,748,000,000 "," Rp2,748,000,000 ",62,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,Jalan Buana Raya No. 45B,Kelurahan Padangsambian,Kecamatan Denpasar Barat,Kota Denpasar,Bali," Rp1,487,400,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp1,487,400,000 "," Rp1,487,400,000 ",103,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,"Jalan Trenggana, Gang Kavlingan IV B No. 9",Kelurahan Penatih,Kecamatan Denpasar Timur,Kota Denpasar,Bali," Rp920,000,000 "," Rp673,657,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ,, Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp33,702,000 "," Rp1,627,359,000 "," Rp1,627,400,000 ",250,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,Jalan Desa Pergung (Masuk),Desa Pergung,Kecamatan Mendoyo,Kabupaten Jembrana,Bali," Rp152,250,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp152,250,000 "," Rp152,250,000 ",435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,"Perumahan Taman Wira Bhakti Blok IX No.17, Jalan Srikandi Gang Durian",Desa Baktiseraga,Kecamatan Buleleng,Kabupaten Buleleng,Bali," Rp210,600,000 "," Rp191,400,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp12,313,000 "," Rp414,313,000 ","-Rp414,313,000 ",117,60,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,Jalan Sental Kangin (Masuk),Desa Kutampi,Kecamatan Nusa Penida,Kabupaten Klungkung,Bali," Rp4,913,200,000 "," Rp211,300,000 "," Rp90,860,000 "," Rp3,996,000 "," Rp6,464,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp17,063,000 "," Rp5,242,883,000 "," Rp5,242,900,000 ",14200,50,28,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,Perumahan Anugerah Indah Blok A No.8,Desa Bubunan,Kecamatan Seririt,Kabupaten Buleleng,Bali," Rp62,400,000 "," Rp100,080,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp162,480,000 "," Rp162,500,000 ",80,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,Jalan Arjuna No. 34,Desa Dangin Puri Kauh,Kecamatan Denpasar Utara,Kota Denpasar,Bali," Rp2,100,000,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ,, Rp- , Rp- ,, Rp- , Rp- , Rp- ," Rp2,100,000,000 "," Rp2,100,000,000 ",98,21,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
257,Jalan Danau Buyan No. 74,Kelurahan Sanur,Kecamatan Denpasar Selatan,Kota Denpasar,Bali," Rp13,054,000,000 "," Rp3,313,470,000 "," Rp33,504,000 "," Rp20,664,000 "," Rp63,424,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp45,570,000 "," Rp16,530,632,000 "," Rp16,530,600,000 ",1070,1095,32,21,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,Jalan Batukaru (Masuk),Desa Denbantas,Kecamatan Tabanan,Kabupaten Tabanan,Bali," Rp164,000,000 "," Rp210,304,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp6,701,000 "," Rp381,005,000 "," Rp381,000,000 ",82,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,Jalan Pasar Hewan No. 28,Desa Penebel,Kecamatan Penebel,Kabupaten Tabanan,Bali," Rp905,082,882 "," Rp790,913,233 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp1,695,996,115 "," Rp1,695,996,115 ",450,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,Perumahan Graha Adi Terracce Blok B No. 16,Kelurahan Banyuning,Kecamatan Buleleng,Kabupaten Buleleng,Bali," Rp170,000,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp170,000,000 "," Rp170,000,000 ",100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
261,Perumahan Graha Asri Kubutambahan Blok E No.3,Desa Kubutambahan,Kecamatan Kubutambahan,Kabupaten Buleleng,Bali," Rp55,900,000 "," Rp106,560,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp162,460,000 "," Rp162,500,000 ",65,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Perumahan Grand Lovina Blok C No.4,Desa Kalibukbuk,Kecamatan Buleleng,Kabupaten Buleleng,Bali," Rp71,250,000 "," Rp96,012,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp167,262,000 "," Rp167,262,000 ",75,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,Banjar Kawan,Kelurahan Kawan,Kecamatan Bangli,Kabupaten Bangli,Bali," Rp310,000,000 "," Rp43,930,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp8,475,000 "," Rp362,405,000 "," Rp362,400,000 ",155,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,Jalan Pendidikan IV Blok B No. A2,Desa Sidakarya,Kecamatan Denpasar Selatan,Kota Denpasar,Bali," Rp400,500,000 "," Rp224,704,000 ", Rp- , Rp- ,, Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp15,888,000 "," Rp641,092,000 "," Rp641,092,000 ",89,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,"Jalan Pidada V No. 50, Banjar Tengah",Kelurahan Ubung,Kecamatan Denpasar Utara,Kota Denpasar,Bali," Rp1,278,900,000 "," Rp606,000,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp26,165,000 "," Rp1,911,065,000 "," Rp1,911,065,000 ",203,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,Jalan Palapa (Masuk),Kelurahan Benoa,Kecamatan Kuta Selatan,Kabupaten Badung,Bali," Rp1,000,000,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp1,000,000,000 "," Rp1,000,000,000 ",400,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,"Jalan Br. Jasan (Masuk), Stanagiri Retreat Ubud Villa No.12",Desa Sebatu,Kecamatan Tegallalang,Kabupaten Gianyar,Bali," Rp1,177,800,000 "," Rp527,810,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp87,564,000 "," Rp1,793,174,000 "," Rp1,793,174,000 ",151,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,Jalan Raya Bongkasa (Toko Tirta Ayu),Desa Bongkasa,Kecamatan Abiansemal,Kabupaten Badung,Bali," Rp1,250,000,000 "," Rp326,304,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp83,734,000 "," Rp1,660,038,000 "," Rp1,660,038,000 ",500,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,Jalan Tukad Badung XA/7 atau XA/18 (Baru),Kelurahan Renon,Kecamatan Denpasar Selatan,Kota Denpasar,Bali," Rp2,948,000,000 "," Rp1,231,068,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp2,171,730,000 "," Rp6,350,798,000 "," Rp6,350,798,000 ",440,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,Jalan Pasar Hewan ,Desa Penebel,Kecamatan Penebel,Kabupaten Tabanan,Bali," Rp2,499,000,000 "," Rp1,930,896,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp174,924,000 "," Rp4,604,820,000 "," Rp4,604,800,000 ",1275,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,Jalan Raya Batubulan No. 45X,Desa Batubulan,Kecamatan Sukawati,Kabupaten Gianyar,Bali," Rp33,606,400,000 "," Rp11,244,860,000 "," Rp4,256,550,000 "," Rp416,000,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp752,112,000 "," Rp50,275,922,000 "," Rp50,275,900,000 ",4720,4345,1350,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,Jalan Melati,Kelurahan Jimbaran,Kecamatan Kuta Selatan,Kabupaten Badung,Bali," Rp828,000,000 "," Rp294,630,000 ", Rp- , Rp- , Rp- , Rp- ,, Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp15,386,000 "," Rp1,138,016,000 "," Rp1,138,000,000 ",180,122,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
273,"Jalan Bougenville Ungu No. 12, Perumahan Griya Nuansa Pratama",Kelurahan Jimbaran,Kecamatan Kuta Selatan,Kabupaten Badung,Bali," Rp385,000,000 "," Rp658,980,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ,, Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp3,195,000 "," Rp1,047,175,000 "," Rp1,047,200,000 ",70,140,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,Jalan Diponegoro No. 252,Desa Dauh Puri Klod,Kecamatan Denpasar Barat,Kota Denpasar,Bali," Rp4,036,500,000 ", Rp- , Rp- , Rp- , Rp- ,, Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp4,036,500,000 "," Rp4,036,500,000 ",186,351,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
275,"Jalan Gunung Tangkuban Perahu, Perumahan Padang Lestari Tahap II No.15",Desa Padangsambian Klod,Kecamatan Denpasar Barat,Kota Denpasar,Bali," Rp492,900,000 "," Rp523,772,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp11,828,000 "," Rp1,028,500,000 "," Rp1,028,500,000 ",93,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,"Jalan Taman Giri Asri, Perumahan Samantha Mumbul-Bali Blok F No.10",Kelurahan Benoa,Kecamatan Kuta Selatan,Kabupaten Badung,Bali," Rp483,000,000 "," Rp148,307,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp28,712,000 "," Rp660,019,000 "," Rp660,019,000 ",105,43,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
277,"Perumaahn Taman Wira Bhakti Blok IX/19, Jalan Srikandi Gang Durian",Desa Baktiseraga,Kecamatan Buleleng,Kabupaten Buleleng,Bali," Rp219,600,000 "," Rp150,635,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp6,298,000 "," Rp376,533,000 "," Rp376,533,000 ",122,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,"Jalan Mudu Taki, Perumahan Tegal Jaya Permai Blok I No. 42",Desa Dalung,Kecamatan Kuta Utara,Kabupaten Badung,Bali," Rp350,000,000 "," Rp277,375,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp7,005,000 "," Rp634,380,000 "," Rp634,380,000 ",70,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
279,Jalan A.Yani No. 85B,Kelurahan Kaliuntu,Kecamatan Buleleng,Kabupaten Buleleng,Bali," Rp4,804,800,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp4,804,800,000 "," Rp4,804,800,000 ",242,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,Jalan Mekar Jya Blok A1 No.8,Desa Pemogan,Kecamatan Denpasar Selatan,Kota Denpasar,Bali," Rp1,300,500,000 "," Rp1,386,333,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp77,155,000 "," Rp2,763,988,000 "," Rp2,763,988,000 ",255,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,Jalan Raya Penarungan-Anggungan (Masuk),Desa Penarungan,Kecamatan Mengwi,Kabupaten Badung,Bali," Rp810,000,000 "," Rp991,830,000 ", Rp- , Rp- , Rp- , Rp- ,, Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp87,879,000 "," Rp1,889,709,000 "," Rp1,889,700,000 ",300,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,Jalan Raya Penarungan-Anggungan (Masuk),Desa Penarungan,Kecamatan Mengwi,Kabupaten Badung,Bali," Rp337,500,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ,, Rp- , Rp- , Rp- , Rp- ,, Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp337,500,000 "," Rp337,500,000 ",135,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
283,Jalan Raya Penarungan-Anggungan (Masuk),Desa Penarungan,Kecamatan Mengwi,Kabupaten Badung,Bali," Rp312,000,000 ", Rp- , Rp- ,, Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp312,000,000 "," Rp312,000,000 ",130,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,Perumahan Kartini 99 Blok B No. 9,Kelurahan Banyuning,Kecamatan Buleleng,Kabupaten Buleleng,Bali," Rp84,000,000 "," Rp83,580,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp167,580,000 "," Rp167,600,000 ",60,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,Perumahan Nesa Lestari 1 Blok F No. 5,Kelurahan Banyuning,Kecamatan Buleleng,Kabupaten Buleleng,Bali," Rp75,000,000 "," Rp91,380,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp166,380,000 "," Rp166,380,000 ",75,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,Perumahan Beji Asri Panji Anom Blok B1,Desa Panji Anom,Kecamatan Sukasada,Kabupaten Buleleng,Bali," Rp88,000,000 "," Rp33,984,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp121,984,000 "," Rp121,984,000 ",110,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,Jalan Gunung Cemara Raya No. 22,Desa Tegal Harum,Kecamatan Denpasar Barat,Kota Denpasar,Bali," Rp802,720,000 "," Rp889,875,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp29,540,000 "," Rp1,722,135,000 "," Rp1,722,000,000 ",138.4,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,Jalan Poh Gading Timur (Masuk),Kelurahan Jimbaran,Kecamatan Kuta Selatan,Kabupaten Badung,Bali," Rp1,345,200,000 "," Rp646,120,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ,, Rp- ,, Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp146,337,000 "," Rp2,137,657,000 "," Rp2,137,657,000 ",236,145,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
289,"Jalan Petitenget (Masuk), De Vins Sky Lantai III No. 315/515",Kelurahan Kerobokan Kelod,Kecamatan Kuta Utara,Kabupaten Badung,Bali," Rp2,084,257,500 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp2,084,257,500 "," Rp2,084,257,500 ",0,64.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,"Jalan Raya Kerobokan, Gang Taaman, Uma Taman No. 17",Kelurahan Kerobokan Kelod,Kecamatan Kuta Utara,Kabupaten Badung,Bali," Rp1,520,000,000 "," Rp1,103,541,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp72,120,000 "," Rp2,695,661,000 "," Rp2,695,661,000 ",200,219,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,Jalan Raya Pengosekan,Desa Peliatan,Kecamatan Ubud,Kabupaten Gianyar,Bali," Rp5,841,000,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp5,841,000,000 "," Rp5,841,000,000 ",354,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
292,Jalan Raya Lembar,Desa Rumak dan Ombe Baru,Kecamatan Kediri,Kabupaten Lombok Barat,Nusa Tenggara Barat," Rp23,458,739,000 "," Rp3,959,280,000 "," Rp623,220,000 "," Rp354,315,000 "," Rp6,291,736,000 "," Rp696,400,000 "," Rp338,912,000 "," Rp1,009,260,000 "," Rp131,619,000 "," Rp83,400,000 "," Rp32,000,000 "," Rp37,548,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp1,544,590,000 "," Rp38,561,019,000 "," Rp38,561,000,000 ",31573,2256,564,345,2332,400,476,1335,73,100,32,84,0,0,0,0,0,0,0,0,0
293,Jalan Hayam Wuruk No. 18A,Kelurahan Dangin Puri,Kecamatan Denpasar Timur,Kota Denpasar,Bali," Rp4,680,000,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp4,680,000,000 "," Rp4,680,000,000 ",242,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,"Jalan Kor Jimbaran, Perumahan Easterland Mansion Blok C No.15",Kelurahan Jimbaran,Kecamatan Kuta Selatan,Kabupaten Badung,Bali," Rp662,400,000 "," Rp567,511,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp22,117,000 "," Rp1,252,028,000 "," Rp1,252,028,000 ",144,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,Jalan Kartini 83 Blok C1,Desa Dauh Puri Kaja,Kecamatan Denpasar Utara,Kota Denpasar,Bali," Rp1,717,000,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp1,717,000,000 "," Rp1,717,000,000 ",70,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
296,"Jalan Taman Sekar, Sastraloka Residence A6. Br/Lingk. Taman Sekar",Kelurahan Padangsambian,Kecamatan Denpasar Barat,Kota Denpasar,Bali," Rp525,300,000 "," Rp254,331,000 ", Rp- , Rp- ,, Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp11,008,000 "," Rp790,639,000 "," Rp790,639,000 ",103,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,Jalan Raya Genteng (Masuk),Desa Wringinagung,Kecamatan Gambiran,Kabupaten Banyuwangi,Jawa Timur," Rp661,320,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp661,320,000 "," Rp661,320,000 ",3340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
